x,y,theta
909.0,77.0,0.0
908.6666666666666,77.0,0.0
908.3333333333334,77.0,0.0
908.0,77.0,0.0
908.0,77.0,0.0
907.6666666666666,77.0,0.0
907.3333333333334,77.0,0.0
907.0,77.0,0.0
907.0,77.0,0.0
906.6666666666666,77.0,0.0
906.3333333333334,77.0,0.0
906.0,77.0,0.0
906.0,77.0,0.0
905.6666666666666,77.0,0.0
905.3333333333334,77.0,0.0
905.0,77.0,0.0
905.0,77.0,0.0
904.6666666666666,77.0,0.0
904.3333333333334,77.0,0.0
904.0,77.0,0.0
904.0,77.0,0.0
903.6666666666666,77.0,0.0
903.3333333333334,77.0,0.0
903.0,77.0,0.0
903.0,77.0,0.0
902.6666666666666,77.0,0.0
902.3333333333334,77.0,0.0
902.0,77.0,0.0
902.0,77.0,0.0
901.6666666666666,77.0,0.0
901.3333333333334,77.0,0.0
901.0,77.0,0.0
901.0,77.0,0.0
900.6666666666666,77.0,0.0
900.3333333333334,77.0,0.0
900.0,77.0,0.0
900.0,77.0,0.0
899.6666666666666,77.0,0.0
899.3333333333334,77.0,0.0
899.0,77.0,0.0
899.0,77.0,0.0
898.6666666666666,77.0,0.0
898.3333333333334,77.0,0.0
898.0,77.0,0.0
898.0,77.0,0.0
897.6666666666666,77.0,0.0
897.3333333333334,77.0,0.0
897.0,77.0,0.0
897.0,77.0,0.0
896.6666666666666,77.0,0.0
896.3333333333334,77.0,0.0
896.0,77.0,0.0
896.0,77.0,0.0
895.6666666666666,77.0,0.0
895.3333333333334,77.0,0.0
895.0,77.0,0.0
895.0,77.0,0.0
894.6666666666666,77.0,0.0
894.3333333333334,77.0,0.0
894.0,77.0,0.0
894.0,77.0,0.0
893.6666666666666,77.0,0.0
893.3333333333334,77.0,0.0
893.0,77.0,0.0
893.0,77.0,0.0
892.6666666666666,77.0,0.0
892.3333333333334,77.0,0.0
892.0,77.0,0.0
892.0,77.0,0.0
891.6666666666666,77.0,0.0
891.3333333333334,77.0,0.0
891.0,77.0,0.0
891.0,77.0,0.0
890.6666666666666,77.0,0.0
890.3333333333334,77.0,0.0
890.0,77.0,0.0
890.0,77.0,0.0
889.6666666666666,77.0,0.0
889.3333333333334,77.0,0.0
889.0,77.0,0.0
889.0,77.0,0.0
888.6666666666666,77.0,0.0
888.3333333333334,77.0,0.0
888.0,77.0,0.0
888.0,77.0,0.0
887.6666666666666,77.0,0.0
887.3333333333334,77.0,0.0
887.0,77.0,0.0
887.0,77.0,0.0
886.6666666666666,77.0,0.0
886.3333333333334,77.0,0.0
886.0,77.0,0.0
886.0,77.0,0.0
885.6666666666666,77.0,0.0
885.3333333333334,77.0,0.0
885.0,77.0,0.0
885.0,77.0,0.0
884.6666666666666,77.0,0.0
884.3333333333334,77.0,0.0
884.0,77.0,0.0
884.0,77.0,0.0
883.6666666666666,77.0,0.0
883.3333333333334,77.0,0.0
883.0,77.0,0.0
883.0,77.0,0.0
882.6666666666666,77.0,0.0
882.3333333333334,77.0,0.0
882.0,77.0,0.0
882.0,77.0,0.0
881.6666666666666,77.0,0.0
881.3333333333334,77.0,0.0
881.0,77.0,0.0
881.0,77.0,0.0
880.6666666666666,77.0,0.0
880.3333333333334,77.0,0.0
880.0,77.0,0.0
880.0,77.0,0.0
879.6666666666666,77.0,0.0
879.3333333333334,77.0,0.0
879.0,77.0,0.0
879.0,77.0,0.0
878.6666666666666,77.0,0.0
878.3333333333334,77.0,0.0
878.0,77.0,0.0
878.0,77.0,0.0
877.6666666666666,77.0,0.0
877.3333333333334,77.0,0.0
877.0,77.0,0.0
877.0,77.0,0.0
876.6666666666666,77.0,0.0
876.3333333333334,77.0,0.0
876.0,77.0,0.0
876.0,77.0,0.0
875.6666666666666,77.0,0.0
875.3333333333334,77.0,0.0
875.0,77.0,0.0
875.0,77.0,0.0
874.6666666666666,77.0,0.0
874.3333333333334,77.0,0.0
874.0,77.0,0.0
874.0,77.0,0.0
873.6666666666666,77.0,0.0
873.3333333333334,77.0,0.0
873.0,77.0,0.0
873.0,77.0,0.0
872.6666666666666,77.0,0.0
872.3333333333334,77.0,0.0
872.0,77.0,0.0
872.0,77.0,0.0
871.6666666666666,77.0,0.0
871.3333333333334,77.0,0.0
871.0,77.0,0.0
871.0,77.0,0.0
870.6666666666666,77.0,0.0
870.3333333333334,77.0,0.0
870.0,77.0,0.0
870.0,77.0,0.0
869.6666666666666,77.0,0.0
869.3333333333334,77.0,0.0
869.0,77.0,0.0
869.0,77.0,0.0
868.6666666666666,77.0,0.0
868.3333333333334,77.0,0.0
868.0,77.0,0.0
868.0,77.0,0.0
867.6666666666666,77.0,0.0
867.3333333333334,77.0,0.0
867.0,77.0,0.0
867.0,77.0,0.0
866.6666666666666,77.0,0.0
866.3333333333334,77.0,0.0
866.0,77.0,0.0
866.0,77.0,0.0
865.6666666666666,77.0,0.0
865.3333333333334,77.0,0.0
865.0,77.0,0.0
865.0,77.0,0.0
864.6666666666666,77.0,0.0
864.3333333333334,77.0,0.0
864.0,77.0,0.0
864.0,77.0,0.0
863.6666666666666,77.0,0.0
863.3333333333334,77.0,0.0
863.0,77.0,0.0
863.0,77.0,0.0
862.6666666666666,77.0,0.0
862.3333333333334,77.0,0.0
862.0,77.0,0.0
862.0,77.0,0.0
861.6666666666666,77.0,0.0
861.3333333333334,77.0,0.0
861.0,77.0,0.0
861.0,77.0,0.0
860.6666666666666,77.0,0.0
860.3333333333334,77.0,0.0
860.0,77.0,0.0
860.0,77.0,0.0
859.6666666666666,77.0,0.0
859.3333333333334,77.0,0.0
859.0,77.0,0.0
859.0,77.0,0.0
858.6666666666666,77.0,0.0
858.3333333333334,77.0,0.0
858.0,77.0,0.0
858.0,77.0,0.0
857.6666666666666,77.0,0.0
857.3333333333334,77.0,0.0
857.0,77.0,0.0
857.0,77.0,0.0
856.6666666666666,77.0,0.0
856.3333333333334,77.0,0.0
856.0,77.0,0.0
856.0,77.0,0.0
855.6666666666666,77.0,0.0
855.3333333333334,77.0,0.0
855.0,77.0,0.0
855.0,77.0,0.0
854.6666666666666,77.0,0.0
854.3333333333334,77.0,0.0
854.0,77.0,0.0
854.0,77.0,0.0
853.6666666666666,77.0,0.0
853.3333333333334,77.0,0.0
853.0,77.0,0.0
853.0,77.0,0.0
852.6666666666666,77.0,0.0
852.3333333333334,77.0,0.0
852.0,77.0,0.0
852.0,77.0,0.0
851.6666666666666,77.0,0.0
851.3333333333334,77.0,0.0
851.0,77.0,0.0
851.0,77.0,0.0
850.6666666666666,77.0,0.0
850.3333333333334,77.0,0.0
850.0,77.0,0.0
850.0,77.0,0.0
849.6666666666666,77.0,0.0
849.3333333333334,77.0,0.0
849.0,77.0,0.0
849.0,77.0,0.0
848.6666666666666,77.0,0.0
848.3333333333334,77.0,0.0
848.0,77.0,0.0
848.0,77.0,0.0
847.6666666666666,77.0,0.0
847.3333333333334,77.0,0.0
847.0,77.0,0.0
847.0,77.0,0.0
846.6666666666666,77.0,0.0
846.3333333333334,77.0,0.0
846.0,77.0,0.0
846.0,77.0,0.0
845.6666666666666,77.0,0.0
845.3333333333334,77.0,0.0
845.0,77.0,0.0
845.0,77.0,0.0
844.6666666666666,77.0,0.0
844.3333333333334,77.0,0.0
844.0,77.0,0.0
844.0,77.0,0.0
843.6666666666666,77.0,0.0
843.3333333333334,77.0,0.0
843.0,77.0,0.0
843.0,77.0,0.0
842.6666666666666,77.0,0.0
842.3333333333334,77.0,0.0
842.0,77.0,0.0
842.0,77.0,0.0
841.6666666666666,77.0,0.0
841.3333333333334,77.0,0.0
841.0,77.0,0.0
841.0,77.0,0.0
840.6666666666666,77.0,0.0
840.3333333333334,77.0,0.0
840.0,77.0,0.0
840.0,77.0,0.0
839.6666666666666,77.0,0.0
839.3333333333334,77.0,0.0
839.0,77.0,0.0
839.0,77.0,0.0
838.6666666666666,77.0,0.0
838.3333333333334,77.0,0.0
838.0,77.0,0.0
838.0,77.0,0.0
837.6666666666666,77.0,0.0
837.3333333333334,77.0,0.0
837.0,77.0,0.0
837.0,77.0,0.0
836.6666666666666,77.0,0.0
836.3333333333334,77.0,0.0
836.0,77.0,0.0
836.0,77.0,0.0
835.6666666666666,77.0,0.0
835.3333333333334,77.0,0.0
835.0,77.0,0.0
835.0,77.0,0.0
834.6666666666666,77.0,0.0
834.3333333333334,77.0,0.0
834.0,77.0,0.0
834.0,77.0,0.0
833.6666666666666,77.0,0.0
833.3333333333334,77.0,0.0
833.0,77.0,0.0
833.0,77.0,0.0
832.6666666666666,77.0,0.0
832.3333333333334,77.0,0.0
832.0,77.0,0.0
832.0,77.0,0.0
831.6666666666666,77.0,0.0
831.3333333333334,77.0,0.0
831.0,77.0,0.0
831.0,77.0,0.0
830.6666666666666,77.0,0.0
830.3333333333334,77.0,0.0
830.0,77.0,0.0
830.0,77.0,0.0
829.6666666666666,77.0,0.0
829.3333333333334,77.0,0.0
829.0,77.0,0.0
829.0,77.0,0.0
828.6666666666666,77.0,0.0
828.3333333333334,77.0,0.0
828.0,77.0,0.0
828.0,77.0,0.0
827.6666666666666,77.0,0.0
827.3333333333334,77.0,0.0
827.0,77.0,0.0
827.0,77.0,0.0
826.6666666666666,77.0,0.0
826.3333333333334,77.0,0.0
826.0,77.0,0.0
826.0,77.0,0.0
825.6666666666666,77.0,0.0
825.3333333333334,77.0,0.0
825.0,77.0,0.0
825.0,77.0,0.0
824.6666666666666,77.0,0.0
824.3333333333334,77.0,0.0
824.0,77.0,0.0
824.0,77.0,0.0
823.6666666666666,77.0,0.0
823.3333333333334,77.0,0.0
823.0,77.0,0.0
823.0,77.0,0.0
822.6666666666666,77.0,0.0
822.3333333333334,77.0,0.0
822.0,77.0,0.0
822.0,77.0,0.0
821.6666666666666,77.0,0.0
821.3333333333334,77.0,0.0
821.0,77.0,0.0
821.0,77.0,0.0
820.6666666666666,77.0,0.0
820.3333333333334,77.0,0.0
820.0,77.0,0.0
820.0,77.0,0.0
819.6666666666666,77.0,0.0
819.3333333333334,77.0,0.0
819.0,77.0,0.0
819.0,77.0,0.0
818.6666666666666,77.0,0.0
818.3333333333334,77.0,0.0
818.0,77.0,0.0
818.0,77.0,0.0
817.6666666666666,77.0,0.0
817.3333333333334,77.0,0.0
817.0,77.0,0.0
817.0,77.0,0.0
816.6666666666666,77.0,0.0
816.3333333333334,77.0,0.0
816.0,77.0,0.0
816.0,77.0,0.0
815.6666666666666,77.0,0.0
815.3333333333334,77.0,0.0
815.0,77.0,0.0
815.0,77.0,0.0
814.6666666666666,77.0,0.0
814.3333333333334,77.0,0.0
814.0,77.0,0.0
814.0,77.0,0.0
813.6666666666666,77.0,0.0
813.3333333333334,77.0,0.0
813.0,77.0,0.0
813.0,77.0,0.0
812.6666666666666,77.0,0.0
812.3333333333334,77.0,0.0
812.0,77.0,0.0
812.0,77.0,0.0
811.6666666666666,77.0,0.0
811.3333333333334,77.0,0.0
811.0,77.0,0.0
811.0,77.0,0.0
810.6666666666666,77.0,0.0
810.3333333333334,77.0,0.0
810.0,77.0,0.0
810.0,77.0,0.0
809.6666666666666,77.0,0.0
809.3333333333334,77.0,0.0
809.0,77.0,0.0
809.0,77.0,0.0
808.6666666666666,77.0,0.0
808.3333333333334,77.0,0.0
808.0,77.0,0.0
808.0,77.0,0.0
807.6666666666666,77.0,0.0
807.3333333333334,77.0,0.0
807.0,77.0,0.0
807.0,77.0,0.0
806.6666666666666,77.0,0.0
806.3333333333334,77.0,0.0
806.0,77.0,0.0
806.0,77.0,0.0
805.6666666666666,77.0,0.0
805.3333333333334,77.0,0.0
805.0,77.0,0.0
805.0,77.0,0.0
804.6666666666666,77.0,0.0
804.3333333333334,77.0,0.0
804.0,77.0,0.0
804.0,77.0,0.0
803.6666666666666,77.0,0.0
803.3333333333334,77.0,0.0
803.0,77.0,0.0
803.0,77.0,0.0
802.6666666666666,77.0,0.0
802.3333333333334,77.0,0.0
802.0,77.0,0.0
802.0,77.0,0.0
801.6666666666666,77.0,0.0
801.3333333333334,77.0,0.0
801.0,77.0,0.0
801.0,77.0,0.0
800.6666666666666,77.0,0.0
800.3333333333334,77.0,0.0
800.0,77.0,0.0
800.0,77.0,0.0
799.6666666666666,77.0,0.0
799.3333333333334,77.0,0.0
799.0,77.0,0.0
799.0,77.0,0.0
798.6666666666666,77.0,0.0
798.3333333333334,77.0,0.0
798.0,77.0,0.0
798.0,77.0,0.0
797.6666666666666,77.0,0.0
797.3333333333334,77.0,0.0
797.0,77.0,0.0
797.0,77.0,0.0
796.6666666666666,77.0,0.0
796.3333333333334,77.0,0.0
796.0,77.0,0.0
796.0,77.0,0.0
795.6666666666666,77.0,0.0
795.3333333333334,77.0,0.0
795.0,77.0,0.0
795.0,77.0,0.0
794.6666666666666,77.0,0.0
794.3333333333334,77.0,0.0
794.0,77.0,0.0
794.0,77.0,0.0
793.6666666666666,77.0,0.0
793.3333333333334,77.0,0.0
793.0,77.0,0.0
793.0,77.0,0.0
792.6666666666666,77.0,0.0
792.3333333333334,77.0,0.0
792.0,77.0,0.0
792.0,77.0,0.0
791.6666666666666,77.0,0.0
791.3333333333334,77.0,0.0
791.0,77.0,0.0
791.0,77.0,0.0
790.6666666666666,77.0,0.0
790.3333333333334,77.0,0.0
790.0,77.0,0.0
790.0,77.0,0.0
789.6666666666666,77.0,0.0
789.3333333333334,77.0,0.0
789.0,77.0,0.0
789.0,77.0,0.0
788.6666666666666,77.0,0.0
788.3333333333334,77.0,0.0
788.0,77.0,0.0
788.0,77.0,0.0
787.6666666666666,77.0,0.0
787.3333333333334,77.0,0.0
787.0,77.0,0.0
787.0,77.0,0.0
786.6666666666666,77.0,0.0
786.3333333333334,77.0,0.0
786.0,77.0,0.0
786.0,77.0,0.0
785.6666666666666,77.0,0.0
785.3333333333334,77.0,0.0
785.0,77.0,0.0
785.0,77.0,0.0
784.6666666666666,77.0,0.0
784.3333333333334,77.0,0.0
784.0,77.0,0.0
784.0,77.0,0.0
783.6666666666666,77.0,0.0
783.3333333333334,77.0,0.0
783.0,77.0,0.0
783.0,77.0,0.0
782.6666666666666,77.0,0.0
782.3333333333334,77.0,0.0
782.0,77.0,0.0
782.0,77.0,0.0
781.6666666666666,77.0,0.0
781.3333333333334,77.0,0.0
781.0,77.0,0.0
781.0,77.0,0.0
780.6666666666666,77.0,0.0
780.3333333333334,77.0,0.0
780.0,77.0,0.0
780.0,77.0,0.0
779.6666666666666,77.0,0.0
779.3333333333334,77.0,0.0
779.0,77.0,0.0
779.0,77.0,0.0
778.6666666666666,77.0,0.0
778.3333333333334,77.0,0.0
778.0,77.0,0.0
778.0,77.0,0.0
777.6666666666666,77.0,0.0
777.3333333333334,77.0,0.0
777.0,77.0,0.0
777.0,77.0,0.0
776.6666666666666,77.0,0.0
776.3333333333334,77.0,0.0
776.0,77.0,0.0
776.0,77.0,0.0
775.6666666666666,77.0,0.0
775.3333333333334,77.0,0.0
775.0,77.0,0.0
775.0,77.0,0.0
774.6666666666666,77.0,0.0
774.3333333333334,77.0,0.0
774.0,77.0,0.0
774.0,77.0,0.0
773.6666666666666,77.0,0.0
773.3333333333334,77.0,0.0
773.0,77.0,0.0
773.0,77.0,0.0
772.6666666666666,77.0,0.0
772.3333333333334,77.0,0.0
772.0,77.0,0.0
772.0,77.0,0.0
771.6666666666666,77.0,0.0
771.3333333333334,77.0,0.0
771.0,77.0,0.0
771.0,77.0,0.0
770.6666666666666,77.0,0.0
770.3333333333334,77.0,0.0
770.0,77.0,0.0
770.0,77.0,0.0
769.6666666666666,77.0,0.0
769.3333333333334,77.0,0.0
769.0,77.0,0.0
769.0,77.0,0.0
768.6666666666666,77.0,0.0
768.3333333333334,77.0,0.0
768.0,77.0,0.0
768.0,77.0,0.0
767.6666666666666,77.0,0.0
767.3333333333334,77.0,0.0
767.0,77.0,0.0
767.0,77.0,0.0
766.6666666666666,77.0,0.0
766.3333333333334,77.0,0.0
766.0,77.0,0.0
766.0,77.0,0.0
765.6666666666666,77.0,0.0
765.3333333333334,77.0,0.0
765.0,77.0,0.0
765.0,77.0,0.0
764.6666666666666,77.0,0.0
764.3333333333334,77.0,0.0
764.0,77.0,0.0
764.0,77.0,0.0
763.6666666666666,77.0,0.0
763.3333333333334,77.0,0.0
763.0,77.0,0.0
763.0,77.0,0.0
762.6666666666666,77.0,0.0
762.3333333333334,77.0,0.0
762.0,77.0,0.0
762.0,77.0,0.0
761.6666666666666,77.0,0.0
761.3333333333334,77.0,0.0
761.0,77.0,0.0
761.0,77.0,0.0
760.6666666666666,77.0,0.0
760.3333333333334,77.0,0.0
760.0,77.0,0.0
760.0,77.0,0.0
759.6666666666666,77.0,0.0
759.3333333333334,77.0,0.0
759.0,77.0,0.0
759.0,77.0,0.0
758.6666666666666,77.0,0.0
758.3333333333334,77.0,0.0
758.0,77.0,0.0
758.0,77.0,0.0
757.6666666666666,77.0,0.0
757.3333333333334,77.0,0.0
757.0,77.0,0.0
757.0,77.0,0.0
756.6666666666666,77.0,0.0
756.3333333333334,77.0,0.0
756.0,77.0,0.0
756.0,77.0,0.0
755.6666666666666,77.0,0.0
755.3333333333334,77.0,0.0
755.0,77.0,0.0
755.0,77.0,0.0
754.6666666666666,77.0,0.0
754.3333333333334,77.0,0.0
754.0,77.0,0.0
754.0,77.0,0.0
753.6666666666666,77.0,0.0
753.3333333333334,77.0,0.0
753.0,77.0,0.0
753.0,77.0,0.0
752.6666666666666,77.0,0.0
752.3333333333334,77.0,0.0
752.0,77.0,0.0
752.0,77.0,0.0
751.6666666666666,77.0,0.0
751.3333333333334,77.0,0.0
751.0,77.0,0.0
751.0,77.0,0.0
750.6666666666666,77.0,0.0
750.3333333333334,77.0,0.0
750.0,77.0,0.0
750.0,77.0,0.0
749.6666666666666,77.0,0.0
749.3333333333334,77.0,0.0
749.0,77.0,0.0
749.0,77.0,0.0
748.6666666666666,77.0,0.0
748.3333333333334,77.0,0.0
748.0,77.0,0.0
748.0,77.0,0.0
747.6666666666666,77.0,0.0
747.3333333333334,77.0,0.0
747.0,77.0,0.0
747.0,77.0,0.0
746.6666666666666,77.0,0.0
746.3333333333334,77.0,0.0
746.0,77.0,0.0
746.0,77.0,0.0
745.6666666666666,77.0,0.0
745.3333333333334,77.0,0.0
745.0,77.0,0.0
745.0,77.0,0.0
744.6666666666666,77.0,0.0
744.3333333333334,77.0,0.0
744.0,77.0,0.0
744.0,77.0,0.0
743.6666666666666,77.0,0.0
743.3333333333334,77.0,0.0
743.0,77.0,0.0
743.0,77.0,0.0
742.6666666666666,77.0,0.0
742.3333333333334,77.0,0.0
742.0,77.0,0.0
742.0,77.0,0.0
741.6666666666666,77.0,0.0
741.3333333333334,77.0,0.0
741.0,77.0,0.0
741.0,77.0,0.0
740.6666666666666,77.0,0.0
740.3333333333334,77.0,0.0
740.0,77.0,0.0
740.0,77.0,0.0
739.6666666666666,77.0,0.0
739.3333333333334,77.0,0.0
739.0,77.0,0.0
739.0,77.0,0.0
738.6666666666666,77.0,0.0
738.3333333333334,77.0,0.0
738.0,77.0,0.0
738.0,77.0,0.0
737.6666666666666,77.0,0.0
737.3333333333334,77.0,0.0
737.0,77.0,0.0
737.0,77.0,0.0
736.6666666666666,77.0,0.0
736.3333333333334,77.0,0.0
736.0,77.0,0.0
736.0,77.0,0.0
735.6666666666666,77.0,0.0
735.3333333333334,77.0,0.0
735.0,77.0,0.0
735.0,77.0,0.0
734.6666666666666,77.0,0.0
734.3333333333334,77.0,0.0
734.0,77.0,0.0
734.0,77.0,0.0
733.6666666666666,77.0,0.0
733.3333333333334,77.0,0.0
733.0,77.0,0.0
733.0,77.0,0.0
732.6666666666666,77.0,0.0
732.3333333333334,77.0,0.0
732.0,77.0,0.0
732.0,77.0,0.0
731.6666666666666,77.0,0.0
731.3333333333334,77.0,0.0
731.0,77.0,0.0
731.0,77.0,0.0
730.6666666666666,77.0,0.0
730.3333333333334,77.0,0.0
